,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1.0.sample type,molecule_ch1,extract_protocol_ch1,description,data_processing,platform_id,contact_name,contact_laboratory,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,series_id,data_row_count
GSM5010010,CD19-1558,GSM5010010,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17259368,NONE,GSE164457,0
GSM5010011,CD19-1567,GSM5010011,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17259367,NONE,GSE164457,0
GSM5010012,CD19-1569,GSM5010012,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17259405,NONE,GSE164457,0
GSM5010013,CD19-1582,GSM5010013,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17259404,NONE,GSE164457,0
GSM5010014,CD19-1584,GSM5010014,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17259410,NONE,GSE164457,0
GSM5010015,CD19-1588,GSM5010015,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17259409,NONE,GSE164457,0
GSM5010016,CD19-1596,GSM5010016,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17259407,NONE,GSE164457,0
GSM5010017,CD19-1597,GSM5010017,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17259406,NONE,GSE164457,0
GSM5010018,CD19-1602,GSM5010018,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17259438,NONE,GSE164457,0
GSM5010019,CD19-1614,GSM5010019,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17259437,NONE,GSE164457,0
GSM5010020,CD19-1615,GSM5010020,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17259436,NONE,GSE164457,0
GSM5010021,CD19-1621,GSM5010021,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17259435,NONE,GSE164457,0
GSM5010022,CD19-1623,GSM5010022,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17259434,NONE,GSE164457,0
GSM5010023,CD19-1633,GSM5010023,Public on Mar 04 2021,Jan 08 2021,Feb 10 2025,SRA,1,PBMC,Homo sapiens,9606,"cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced",total RNA,"Participants were recruited from the California Lupus Epidemiology Study (CLUES). CLUES was approved by the Institutional Review Board of the University of California, San Francisco. Peripheral blood mononuclear cells were isolated from patient donors. Cells were isolated from peripheral blood utilizing magnetic beads (CD14+monocytes, B cells, CD4+T cells and NK cells) using EasySep protocol from STEM cell technologies on 120 patients. RNA and DNA were extracted using Qiagen column and quality was assessed on Agilent bioanalyzer. 1ng - 5ng of RNA was used with SmartSeqv2 protocol to get cDNA, followed by Illumina Nextera XT DNA library prep with input of 0.8ng cDNA and 15 cycles of PCR amplification. Both cDNA and DNA libraries qualities were controlled on Agilent bioanalyzer. Libraries were sequenced on HiSeq4000 PE150.","SLE patients,immune cell bulk RNAeq,cell sorted RNAseq from PBMC - for each sample CD4, CD14, CD19, and NK cells were sequenced","Salmon v0.8.2 was used for our alignment-free pipeline. Adaptor-trimmed reads were used as input. We quantified gene expression using raw counts and kept the genes that showed an average FPKM value across the samples >0.5. FastQC (v0.11.8) was run to assess the quality of the sequence reads. To further assess for low quality samples we checked the expression of 10 housekeeping genes (e.g. SNRPD3, EMC7, and VPS29) called the Eisenberg housekeeping genes16. Finally, we conducted K-means clustering and removed all outlier samples that were > 1 standard deviation from the center of the cluster. The Davies-Bouldin’s index was also computed to confirm cluster stability. Batch correction was performed with limma (v 3.40.6).,Genome_build: hg19,Supplementary_files_format_and_content: csv, counts files of all samples for each cell line",GPL20301,"Gaia,,Andreoletti",Dr. James Dowling Lab,Sick Kids,686 Bay St,Toronto,ON,M5G 0A4,Canada,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17259433,NONE,GSE164457,0
